,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
141,NDXP240426C18260000,2024-04-24 19:48:00+00:00,18260.0,1.9,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD
142,NDXP240426C18270000,2024-04-24 15:02:28+00:00,18270.0,2.22,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD
143,NDXP240426C18275000,2024-04-24 14:58:07+00:00,18275.0,2.3,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
144,NDXP240426C18280000,2024-04-24 19:44:53+00:00,18280.0,1.69,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
145,NDXP240426C18290000,2024-04-19 13:32:02+00:00,18290.0,6.35,0.0,0.0,0.0,0.0,10.0,0,0.12500875,False,REGULAR,USD
146,NDXP240426C18300000,2024-04-25 19:47:52+00:00,18300.0,0.73,0.0,0.0,0.0,0.0,37.0,0,0.12500875,False,REGULAR,USD
147,NDXP240426C18325000,2024-04-24 14:05:21+00:00,18325.0,2.6,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
148,NDXP240426C18340000,2024-04-15 17:52:04+00:00,18340.0,53.12,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD
149,NDXP240426C18350000,2024-04-25 16:36:59+00:00,18350.0,0.4,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
150,NDXP240426C18360000,2024-04-12 19:52:53+00:00,18360.0,122.0,0.0,0.0,0.0,0.0,4.0,0,0.12500875,False,REGULAR,USD
151,NDXP240426C18370000,2024-04-19 13:39:16+00:00,18370.0,3.95,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
152,NDXP240426C18375000,2024-04-25 17:02:09+00:00,18375.0,0.45,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
153,NDXP240426C18390000,2024-04-24 15:39:52+00:00,18390.0,1.17,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
154,NDXP240426C18400000,2024-04-25 19:28:05+00:00,18400.0,0.67,0.0,0.0,0.0,0.0,15.0,0,0.2500075,False,REGULAR,USD
155,NDXP240426C18420000,2024-04-18 18:01:07+00:00,18420.0,5.23,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
156,NDXP240426C18425000,2024-04-16 13:58:19+00:00,18425.0,38.85,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
157,NDXP240426C18430000,2024-04-15 16:01:38+00:00,18430.0,92.4,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
158,NDXP240426C18440000,2024-04-18 18:01:07+00:00,18440.0,4.76,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
159,NDXP240426C18450000,2024-04-25 19:34:42+00:00,18450.0,0.57,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
160,NDXP240426C18460000,2024-04-15 17:01:43+00:00,18460.0,60.88,0.0,0.0,0.0,0.0,4.0,0,0.2500075,False,REGULAR,USD
161,NDXP240426C18470000,2024-04-19 14:47:26+00:00,18470.0,1.95,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
162,NDXP240426C18475000,2024-04-25 19:26:57+00:00,18475.0,0.52,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
163,NDXP240426C18490000,2024-04-16 13:40:38+00:00,18490.0,27.48,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
164,NDXP240426C18500000,2024-04-25 20:14:16+00:00,18500.0,0.1,0.0,0.0,0.0,0.0,7.0,0,0.2500075,False,REGULAR,USD
165,NDXP240426C18525000,2024-04-24 19:25:52+00:00,18525.0,1.05,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
166,NDXP240426C18550000,2024-04-22 15:56:41+00:00,18550.0,0.7,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
167,NDXP240426C18575000,2024-04-22 13:43:45+00:00,18575.0,0.71,0.0,0.0,0.0,0.0,27.0,0,0.2500075,False,REGULAR,USD
168,NDXP240426C18600000,2024-04-25 19:57:22+00:00,18600.0,0.47,0.0,0.0,0.0,0.0,22.0,0,0.2500075,False,REGULAR,USD
